HPC95,parameter.value,count
0,0.58065,7.850573
0,0.581017,7.84785
0,0.581383,7.843709
0,0.58175,7.841429
0,0.582117,7.844515
0,0.582483,7.839792
0,0.58285,7.840541
0,0.583217,7.851797
0,0.583583,7.850489
0,0.58395,7.84357
0,0.584317,7.839457
0,0.584683,7.826396
0,0.58505,7.822867
0,0.585417,7.820448
0,0.585783,7.81881
0,0.58615,7.807777
0,0.586517,7.787351
0,0.586883,7.756061
0,0.58725,7.722548
0,0.587617,7.693699
0,0.587983,7.659576
0,0.58835,7.625311
0,0.588717,7.579375
0,0.589083,7.521987
0,0.58945,7.476775
0,0.589817,7.427448
0,0.590183,7.372814
0,0.59055,7.30812
0,0.590917,7.246928
0,0.591283,7.176009
0,0.59165,7.105422
0,0.592017,7.032057
0,0.592383,6.947716
0,0.59275,6.874322
0,0.593117,6.805545
0,0.593483,6.728206
0,0.59385,6.667346
0,0.594217,6.607986
0,0.594583,6.541876
0,0.59495,6.469123
0,0.595317,6.395035
0,0.595683,6.316668
0,0.59605,6.2343
0,0.596417,6.154878
0,0.596783,6.075233
0,0.59715,5.992196
0,0.597517,5.907743
0,0.597883,5.81865
0,0.59825,5.726499
0,0.598617,5.651412
0,0.598983,5.578742
0,0.59935,5.510353
0,0.599717,5.439627
0,0.600083,5.363288
0,0.60045,5.288175
0,0.600817,5.208001
0,0.601183,5.123049
0,0.60155,5.045181
0,0.601917,4.972928
0,0.602283,4.906511
0,0.60265,4.839537
0,0.603017,4.780595
0,0.603383,4.728268
0,0.60375,4.676162
0,0.604117,4.622917
0,0.604483,4.563782
0,0.60485,4.512426
0,0.605217,4.467546
0,0.605583,4.414217
0,0.60595,4.359054
0,0.606317,4.308895
0,0.606683,4.254065
0,0.60705,4.201516
0,0.607417,4.164917
0,0.607783,4.136293
0,0.60815,4.112534
0,0.608517,4.088663
0,0.608883,4.061289
0,0.60925,4.033694
0,0.609617,4.014297
0,0.609983,3.994955
0,0.61035,3.980755
0,0.610717,3.963386
0,0.611083,3.936181
0,0.61145,3.911058
0,0.611817,3.87496
0,0.612183,3.836192
0,0.61255,3.793063
0,0.612917,3.752296
0,0.613283,3.709028
0,0.61365,3.663481
0,0.614017,3.61746
0,0.614383,3.572608
0,0.61475,3.532258
0,0.615117,3.501439
0,0.615483,3.466814
0,0.61585,3.443692
0,0.616217,3.429019
0,0.616583,3.411206
0,0.61695,3.390364
0,0.617317,3.371412
0,0.617683,3.350847
0,0.61805,3.330255
0,0.618417,3.306356
0,0.618783,3.287626
0,0.61915,3.269034
0,0.619517,3.247191
0,0.619883,3.227183
0,0.62025,3.209175
0,0.620617,3.195142
0,0.620983,3.178635
0,0.62135,3.171409
0,0.621717,3.163573
0,0.622083,3.158515
0,0.62245,3.151262
0,0.622817,3.140062
0,0.623183,3.126501
0,0.62355,3.112384
0,0.623917,3.102907
0,0.624283,3.094849
0,0.62465,3.086568
0,0.625017,3.078175
0,0.625383,3.069893
0,0.62575,3.05686
0,0.626117,3.039131
0,0.626483,3.016704
0,0.62685,2.991277
0,0.627217,2.966294
0,0.627583,2.936893
0,0.62795,2.913132
0,0.628317,2.888344
0,0.628683,2.860777
0,0.62905,2.830375
0,0.629417,2.805559
0,0.629783,2.778131
0,0.63015,2.749952
0,0.630517,2.724524
0,0.630883,2.696985
0,0.63125,2.672474
0,0.631617,2.651104
0,0.631983,2.626316
0,0.63235,2.606585
0,0.632717,2.590272
0,0.633083,2.567374
0,0.63345,2.544446
0,0.633817,2.519575
0,0.634183,2.496038
0,0.63455,2.468915
0,0.634917,2.440014
0,0.635283,2.404471
0,0.63565,2.3689
0,0.636017,2.329967
0,0.636383,2.292867
0,0.63675,2.259408
0,0.637117,2.229813
0,0.637483,2.199272
0,0.63785,2.167786
0,0.638217,2.142136
0,0.638583,2.114069
0,0.63895,2.081944
0,0.639317,2.052654
0,0.639683,2.023141
0,0.64005,1.998547
0,0.640417,1.968923
0,0.640783,1.94269
0,0.64115,1.920014
0,0.641517,1.899311
0,0.641883,1.88058
0,0.64225,1.858904
0,0.642617,1.837618
0,0.642983,1.816664
0,0.64335,1.797851
0,0.643717,1.778009
0,0.644083,1.758945
0,0.64445,1.739131
0,0.644817,1.723652
0,0.645183,1.70759
0,0.64555,1.689305
0,0.645917,1.670546
0,0.646283,1.651483
0,0.64665,1.637199
0,0.647017,1.622665
0,0.647383,1.606185
0,0.64775,1.586121
0,0.648117,1.562528
0,0.648483,1.538796
0,0.64885,1.514924
0,0.649217,1.495833
0,0.649583,1.473101
0,0.64995,1.453509
0,0.650317,1.43389
0,0.650683,1.416049
0,0.65105,1.395123
0,0.651417,1.377894
0,0.651783,1.359386
0,0.65215,1.341184
0,0.652517,1.326566
0,0.652883,1.310504
0,0.65325,1.296331
0,0.653617,1.284103
0,0.653983,1.270487
0,0.65435,1.258815
0,0.654717,1.252535
0,0.655083,1.243336
0,0.65545,1.238001
0,0.655817,1.240029
0,0.656183,1.242808
0,0.65655,1.243058
0,0.656917,1.23914
0,0.657283,1.231053
0,0.65765,1.227218
0,0.658017,1.219381
0,0.658383,1.210878
0,0.65875,1.206737
0,0.659117,1.19865
0,0.659483,1.190008
0,0.65985,1.180921
0,0.660217,1.173139
0,0.660583,1.16672
0,0.66095,1.159967
0,0.661317,1.14949
0,0.661683,1.13529
0,0.66205,1.122451
0,0.662417,1.107695
0,0.662783,1.092716
0,0.66315,1.077571
0,0.663517,1.065649
0,0.663883,1.053727
0,0.66425,1.040166
0,0.664617,1.028356
0,0.664983,1.016767
0,0.66535,1.002122
0,0.665717,0.991034
0,0.666083,0.978418
0,0.66645,0.967552
0,0.666817,0.956797
0,0.667183,0.946209
0,0.66755,0.935788
0,0.667917,0.922199
0,0.668283,0.907082
0,0.66865,0.893826
0,0.669017,0.882543
0,0.669383,0.871594
0,0.66975,0.857644
0,0.670117,0.843971
0,0.670483,0.828882
0,0.67085,0.817404
0,0.671217,0.809651
0,0.671583,0.800759
0,0.67195,0.789087
0,0.672317,0.77961
0,0.672683,0.7673
0,0.67305,0.755433
0,0.673417,0.743956
0,0.673783,0.734563
0,0.67415,0.72731
0,0.674517,0.723948
0,0.674883,0.722836
0,0.67525,0.722336
0,0.675617,0.722503
0,0.675983,0.726671
0,0.67635,0.731507
0,0.676717,0.737065
0,0.677083,0.741761
0,0.67745,0.745596
0,0.677817,0.753599
0,0.678183,0.760853
0,0.67855,0.765716
0,0.678917,0.768189
0,0.679283,0.768272
0,0.67965,0.767661
0,0.680017,0.764715
0,0.680383,0.76113
0,0.68075,0.758657
0,0.681117,0.754016
0,0.681483,0.747208
0,0.68185,0.738232
0,0.682217,0.728783
0,0.682583,0.718918
0,0.68295,0.710387
0,0.683317,0.69991
0,0.683683,0.687488
0,0.68405,0.673121
0,0.684417,0.658503
0,0.684783,0.641996
0,0.68515,0.625295
0,0.685517,0.608454
0,0.685883,0.589835
0,0.68625,0.571133
0,0.686617,0.550707
0,0.686983,0.528559
0,0.68735,0.504688
0,0.687717,0.484179
0,0.688083,0.463809
0,0.68845,0.445329
0,0.688817,0.425459
0,0.689183,0.405896
0,0.68955,0.386693
0,0.689917,0.366212
0,0.690283,0.346148
0,0.69065,0.324861
0,0.691017,0.304046
0,0.691383,0.28376
0,0.69175,0.262362
0,0.692117,0.243243
0,0.692483,0.223123
0,0.69285,0.205393
0,0.693217,0.186774
0,0.693583,0.167266
0,0.69395,0.146868
0,0.694317,0.128972
0,0.694683,0.110297
0,0.69505,0.094235
0,0.695417,0.0792
0,0.695783,0.06525
0,0.69615,0.052439
0,0.696517,0.040823
0,0.696883,0.032153
0,0.69725,0.023149
0,0.697617,0.015507
0,0.697983,0.010977
0,0.69835,0.007976
0,0.698717,0.004863
0,0.699083,0.00164
0,0.69945,0
0,0.699817,0
